0;-8,00E-02;4,48E-01;
0,067;8,00E-02;7,05E-01;
0,133;2,16E-01;9,05E-01;
0,2;3,68E-01;1,07E+00;
0,267;5,20E-01;1,17E+00;
0,334;6,70E-01;1,24E+00;
0,4;8,15E-01;1,27E+00;
0,467;9,75E-01;1,26E+00;
0,534;1,12E+00;1,19E+00;
0,601;1,27E+00;1,10E+00;
0,667;1,43E+00;9,45E-01;
0,734;1,56E+00;7,60E-01;
0,801;1,72E+00;5,20E-01;
0,868;1,84E+00;2,72E-01;
